Meta Data
Label,Value,
Date,4/14/2016
Profile,HillsAndValleys
ScanDuration,10 s
ScanLength,2 mm
ScanResolution,0.666445 µm
ScanType,Standard Scan
StylusForce,3 mg
StylusScanRange,6.5 µm
StylusType,Radius: 12.5 μm
Time,11:33:09 AM


Data Leveling Position
R Cursor Position,0 µm
R Cursor Width,0 µm
M Cursor Position,1998.66711096301 µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(nm),,
0,0,,
0.666444518493835,-0.844752184077634,,
1.33288903698767,-0.982894359258524,,
1.99933355548151,-0.668609579886239,,
2.66577807397534,-1.0240349976081,,
3.33222259246918,-0.28973889736071,,
3.99866711096301,0.441650954504961,,
4.66511162945685,0.60204054290467,,
5.33155614795068,0.452414266917027,,
5.99800066644452,-0.130168904420648,,
6.66444518493835,-0.0674685962336952,,
7.33088970343219,0.41655708061683,,
7.99733422192602,0.789312548944375,,
8.66377874041986,1.06059695799413,,
9.33022325891369,0.813932072792429,,
9.99666777740753,-0.264822946559239,,
10.6631122959014,-0.430826034414605,,
11.3295568143952,-0.412046656737836,,
11.996001332889,-0.38488632209349,,
12.6624458513829,-0.174856004702721,,
13.3288903698767,-0.0742937416675687,,
13.9953348883705,-0.387915859375482,,
14.6617794068644,0.550354983513731,,
15.3282239253582,2.01723828848099,,
15.994668443852,3.81454455349801,,
16.6611129623459,6.20712322760927,,
17.3275574808397,7.93599777361011,,
17.9940019993336,8.71957460477452,,
18.6604465178274,8.70389613566472,,
19.3268910363212,7.05628150386375,,
19.9933355548151,5.07863254727778,,
20.6597800733089,3.0458713551721,,
21.3262245918027,2.02934666183155,,
21.9926691102966,1.12998185874361,,
22.6591136287904,0.459354078794985,,
23.3255581472842,-0.153509479893333,,
23.9920026657781,-0.796051957578498,,
24.6584471842719,-1.50190669346461,,
25.3248917027657,-1.97950223539067,,
25.9913362212596,-2.76074461337568,,
26.6577807397534,-3.3747074212615,,
27.3242252582473,-3.43472430427571,,
27.9906697767411,-3.31357693855679,,
28.6571142952349,-3.34581637818915,,
29.3235588137288,-3.29805170860064,,
29.9900033322226,-3.04865319931762,,
30.6564478507164,-3.03449526877704,,
31.3228923692103,-2.36530325909325,,
31.9893368877041,-2.24875340831229,,
32.6557814061979,-2.2360623310066,,
33.3222259246918,-1.914056204491,,
33.9886704431856,-2.04667647076965,,
34.6551149616794,-1.7403228739154,,
35.3215594801733,-1.28289201158372,,
35.9880039986671,-1.36143874113822,,
36.6544485171609,-1.49675833635876,,
37.3208930356548,-2.04696744891619,,
37.9873375541486,-2.8773364708868,,
38.6537820726425,-2.63268614170993,,
39.3202265911363,-2.35846647059886,,
39.9866711096301,-2.19662575277717,,
40.653115628124,-1.80099552305009,,
41.3195601466178,-2.26413035815277,,
41.9860046651116,-2.64499329501611,,
42.6524491836055,-2.48301586056718,,
43.3188937020993,-2.29780510979122,,
43.9853382205931,-1.88705020816078,,
44.651782739087,-1.35921681794334,,
45.3182272575808,-1.62246157880057,,
45.9846717760746,-1.62150104591744,,
46.6511162945685,-1.68778494972282,,
47.3175608130623,-1.38928963550802,,
47.9840053315561,-0.615137113081204,,
48.65044985005,-0.409512420117761,,
49.3168943685438,-1.06379689748618,,
49.9833388870377,-1.16157175773521,,
50.6497834055315,-1.47947898703122,,
51.3162279240253,-1.14409720178994,,
51.9826724425192,-0.178064022696208,,
52.649116961013,-0.0309071883860952,,
53.3155614795068,-0.538888141826942,,
53.9820059980007,-0.782081270741656,,
54.6484505164945,-1.35061166145503,,
55.3148950349883,-1.40152139343621,,
55.9813395534822,-0.434486768271154,,
56.647784071976,-0.204326621528054,,
57.3142285904698,-0.319209558472994,,
57.9806731089637,-0.493738203793998,,
58.6471176274575,-0.850931771413701,,
59.3135621459513,-0.436184232213179,,
59.9800066644452,0.180618868241299,,
60.646451182939,0.176180419004118,,
61.3128957014329,0.097470230628636,,
61.9793402199267,-0.60979119524979,,
62.6457847384205,-1.30247095427281,,
63.3122292569144,-1.30458913678056,,
63.9786737754082,-1.00500805313859,,
64.645118293902,-0.981847013041931,,
65.3115628123959,-0.558642599168104,,
65.9780073308897,-0.77359974500406,,
66.6444518493835,-1.17443839784221,,
67.3108963678774,-0.992455291822398,,
67.9773408863712,-1.09515507054253,,
68.643785404865,-0.718422572585382,,
69.3102299233589,-0.309515412866642,,
69.9766744418527,-0.713972977216827,,
70.6431189603465,-0.734229072394169,,
71.3095634788404,-0.434927150052329,,
71.9760079973342,-0.513010268002267,,
72.6424525158281,-0.0179924868689795,,
73.3088970343219,0.204123153737441,,
73.9753415528157,-0.273098221549844,,
74.6417860713096,-0.00833647517230247,,
75.3082305898034,-0.142173910518761,,
75.9746751082972,-0.251609794848866,,
76.6411196267911,0.335112069317699,,
77.3075641452849,0.0984201685848689,,
77.9740086637787,-0.0570525348280626,,
78.6404531822726,0.577354674675553,,
79.3068977007664,0.545526054965342,,
79.9733422192602,0.745615832042108,,
80.6397867377541,1.27281059754797,,
81.3062312562479,0.552272836799909,,
81.9726757747417,0.315039247847028,,
82.6391202932356,0.679518932992073,,
83.3055648117294,0.288746932804509,,
83.9720093302233,0.790709873464186,,
84.6384538487171,1.27289919582462,,
85.3048983672109,0.555008454644019,,
85.9713428857048,0.400935558258243,,
86.6377874041986,0.611893063640377,,
87.3042319226924,0.282999491671785,,
87.9706764411863,0.795004861117559,,
88.6371209596801,0.972240288688761,,
89.3035654781739,0.145020642082136,,
89.9700099966678,-0.00030288163223986,,
90.6364545151616,-0.0461172710994333,,
91.3028990336554,0.0124236529177097,,
91.9693435521493,0.964697799520797,,
92.6357880706431,0.970646095521124,,
93.3022325891369,0.866211696303321,,
93.9686771076308,0.84562789569261,,
94.6351216261246,0.376229695528821,,
95.3015661446184,0.736616608879149,,
95.9680106631123,1.6783731277176,,
96.6344551816061,1.75343955006017,,
97.3008997001,2.03470411058233,,
97.9673442185938,1.88304968031747,,
98.6337887370876,1.31551457050473,,
99.3002332555815,2.10194306897905,,
99.9666777740753,3.57287256890232,,
100.633122292569,4.8916605533398,,
101.299566811063,6.9444955678297,,
101.966011329557,8.57294643342415,,
102.632455848051,10.1981635671224,,
103.298900366544,13.5265393524384,,
103.965344885038,16.2434353296861,,
104.631789403532,17.8892090489965,,
105.298233922026,16.9404655667401,,
105.96467844052,12.824705677201,,
106.631122959014,8.75413919784402,,
107.297567477507,4.87265478940665,,
107.964011996001,4.06861611301167,,
108.630456514495,3.8164910669719,,
109.296901032989,3.05195404936392,,
109.963345551483,1.7645112887732,,
110.629790069977,0.597156365520027,,
111.296234588471,-0.345254851341031,,
111.962679106964,-0.249824535352388,,
112.629123625458,-0.108606446435192,,
113.295568143952,-0.402052782441217,,
113.962012662446,-0.986226616698957,,
114.62845718094,-1.74800209884077,,
115.294901699434,-2.0055579916984,,
115.961346217927,-1.93667941368144,,
116.627790736421,-1.88757451653025,,
117.294235254915,-1.79146455898801,,
117.960679773409,-2.06426587474756,,
118.627124291903,-2.6632010648034,,
119.293568810397,-2.77175761533923,,
119.96001332889,-2.49674744299773,,
120.626457847384,-1.9154404744112,,
121.292902365878,-1.31619501971934,,
121.959346884372,-2.00100994284268,,
122.625791402866,-3.06001174639051,,
123.29223592136,-3.34682446469368,,
123.958680439853,-3.18061417452068,,
124.625124958347,-2.35609475150205,,
125.291569476841,-1.24148202118616,,
125.958013995335,-1.17593311853682,,
126.624458513829,-1.44651160154876,,
127.290903032323,-1.51103363550748,,
127.957347550816,-1.61894391981208,,
128.62379206931,-1.02084083788349,,
129.290236587804,-0.176557405953588,,
129.956681106298,-0.43857131411977,,
130.623125624792,-1.10913974225921,,
131.289570143286,-1.67631063967144,,
131.956014661779,-1.85907951965568,,
132.622459180273,-1.18240980376158,,
133.288903698767,-0.752450563057152,,
133.955348217261,-0.768663757946888,,
134.621792735755,-0.94571477710781,,
135.288237254249,-1.65845008288341,,
135.954681772742,-1.64934553140877,,
136.621126291236,-0.540003466143526,,
137.28757080973,0.625599598476629,,
137.954015328224,1.07760814452249,,
138.620459846718,0.873353087106398,,
139.286904365212,0.00837043284223,,
139.953348883705,-0.154917178225605,,
140.619793402199,0.138364531102502,,
141.286237920693,0.477697447379842,,
141.952682439187,0.874782040398009,,
142.619126957681,0.495870331466722,,
143.285571476175,-0.502681610582135,,
143.952015994668,-0.667149167347952,,
144.618460513162,-0.32978867935617,,
145.284905031656,0.125568637501556,,
145.95134955015,0.838032335724642,,
146.617794068644,0.383960778944515,,
147.284238587138,-0.421839968302629,,
147.950683105631,-0.218648295186358,,
148.617127624125,0.729915958991933,,
149.283572142619,2.17247455712138,,
149.950016661113,4.14730469111173,,
150.616461179607,5.45449164641575,,
151.282905698101,6.69265395757593,,
151.949350216594,8.82028760584806,,
152.615794735088,11.8291724853163,,
153.282239253582,15.8002772176744,,
153.948683772076,18.4145346259804,,
154.61512829057,19.8724092801161,,
155.281572809064,21.4252086964673,,
155.948017327557,24.5780199880942,,
156.614461846051,29.0994243449757,,
157.280906364545,31.6248061498739,,
157.947350883039,31.0451781164123,,
158.613795401533,27.2547493542342,,
159.280239920027,20.8851392829873,,
159.94668443852,14.1511673857,,
160.613128957014,8.6618325113551,,
161.279573475508,7.03097667313259,,
161.946017994002,6.02946683236696,,
162.612462512496,4.20801845092117,,
163.27890703099,1.95805627592397,,
163.945351549483,0.127817853400916,,
164.611796067977,-0.557181032782387,,
165.278240586471,-0.787987356115809,,
165.944685104965,-0.935162107846781,,
166.611129623459,-1.87037842366483,,
167.277574141953,-3.29805152988756,,
167.944018660447,-4.47993812778907,,
168.61046317894,-4.5804624811009,,
169.276907697434,-3.7357421830349,,
169.943352215928,-3.25000519810378,,
170.609796734422,-3.6984538382665,,
171.276241252916,-4.79190257056077,,
171.94268577141,-5.82587936721318,,
172.609130289903,-5.41413037285883,,
173.275574808397,-3.9383457970963,,
173.942019326891,-2.80111184787947,,
174.608463845385,-2.3895944621137,,
175.274908363879,-3.0008703945799,,
175.941352882373,-3.76231621067971,,
176.607797400866,-3.47943902183488,,
177.27424191936,-1.86761883253005,,
177.940686437854,-0.513697406821962,,
178.607130956348,-0.28931643769215,,
179.273575474842,-1.15058733454996,,
179.940019993336,-2.62241440226335,,
180.606464511829,-2.69416686796308,,
181.272909030323,-1.67885281927572,,
181.939353548817,-0.214683253155385,,
182.605798067311,0.590606916456386,,
183.272242585805,-0.497776660361774,,
183.938687104299,-2.2061901327246,,
184.605131622792,-3.44693011080274,,
185.271576141286,-3.35337580478742,,
185.93802065978,-2.26514480485052,,
186.604465178274,-1.71877144579896,,
187.270909696768,-2.21825634638835,,
187.937354215262,-3.45485859823584,,
188.603798733755,-4.44203855713858,,
189.270243252249,-3.96014292604748,,
189.936687770743,-2.69640161400562,,
190.603132289237,-2.18106135705655,,
191.269576807731,-2.92189825190405,,
191.936021326225,-4.40248111721664,,
192.602465844718,-5.46791100377634,,
193.268910363212,-5.0619476259656,,
193.935354881706,-3.54946549824999,,
194.6017994002,-2.72709689819383,,
195.268243918694,-2.93052777055143,,
195.934688437188,-4.30865346201851,,
196.601132955681,-5.83311060128572,,
197.267577474175,-5.69326965848588,,
197.934021992669,-4.30262292000825,,
198.600466511163,-2.95725221556495,,
199.266911029657,-2.6330529926445,,
199.933355548151,-3.46319524681207,,
200.599800066644,-4.35360262962877,,
201.266244585138,-3.98785099370368,,
201.932689103632,-3.05611752740429,,
202.599133622126,-1.83285829098484,,
203.26557814062,-1.40432968769594,,
203.932022659114,-2.40151032414228,,
204.598467177607,-3.33779185589583,,
205.264911696101,-3.63318372002559,,
205.931356214595,-2.88621025139855,,
206.597800733089,-1.6955698486013,,
207.264245251583,-1.06298008097087,,
207.930689770077,-1.56093618330892,,
208.59713428857,-2.14946403067786,,
209.263578807064,-2.90862877428226,,
209.930023325558,-2.63458054752587,,
210.596467844052,-1.69390830447198,,
211.262912362546,-1.73083700725499,,
211.92935688104,-2.1417968181383,,
212.595801399533,-2.56150871997731,,
213.262245918027,-3.13362652195331,,
213.928690436521,-2.32900008650695,,
214.595134955015,-1.32302805192285,,
215.261579473509,-1.70629641588548,,
215.928023992003,-2.57306262079112,,
216.594468510496,-3.43196760300807,,
217.26091302899,-4.04187718079254,,
217.927357547484,-2.79592168163824,,
218.593802065978,-1.18566110832385,,
219.260246584472,-0.670029029092666,,
219.926691102966,-0.864207614354063,,
220.59313562146,-2.21972478907383,,
221.259580139953,-3.27754406859146,,
221.926024658447,-2.72495324161655,,
