0,-0.01611,0,-0.0123
0.01,0.385,0.01,0.385
0.02,0.77,0.02,0.7698
0.03,1.0499,0.03,1.1678
0.06,2.335,0.04,1.5536
0.07,2.7209,0.05,1.9378
0.08,3.1054,0.06,2.3366
0.09,3.5027,0.07,2.7213
0.1,3.886,0.08,3.104
0.11,4.2841,0.09,3.5033
0.2,7.7723,0.1,3.8863
0.25,9.6815,0.11,4.283
,,0.2,7.767
,,0.26,9.997
