9.85931337e-001 9.85971796e-001 9.85903536e-001 9.85950983e-001 9.85900439e-001 9.85791505e-001 9.85858002e-001 9.85883885e-001 9.85788833e-001 9.85854220e-001 9.85785433e-001 9.85716402e-001 9.85640134e-001 9.85496192e-001 9.85331321e-001 9.84972136e-001 9.75345058e-001 9.65797293e-001 9.81552870e-001 9.83779331e-001 9.84707790e-001 9.85107443e-001 9.85341175e-001 9.85508571e-001 9.85604739e-001 9.85654310e-001 9.85684755e-001 9.85739537e-001 9.85805651e-001 9.85802389e-001 9.85837553e-001 9.85795080e-001 9.85941564e-001 9.85832817e-001 9.85928975e-001 9.85914265e-001 9.85849446e-001 9.85952940e-001 9.85842230e-001 9.85915176e-001 9.85955462e-001 9.85922293e-001 9.85970449e-001 9.85939184e-001 9.85965229e-001 9.86033241e-001 9.85992376e-001 9.85981936e-001 9.85961574e-001 9.85980141e-001 9.86066491e-001 9.85993976e-001 9.85976042e-001 9.85974171e-001 9.86055608e-001 9.85980032e-001 9.85986787e-001 9.85972480e-001 9.86018958e-001 9.86036226e-001 9.85969804e-001 9.86020487e-001 9.85995787e-001 9.85991304e-001 9.85985537e-001 9.85955023e-001 9.85980478e-001 9.86001585e-001 9.85954486e-001 9.86028448e-001 9.85987993e-001 9.86003817e-001 9.86014056e-001 9.86013281e-001 9.85985685e-001 9.86042862e-001 9.85915203e-001 9.86008339e-001 9.85998683e-001 9.85982791e-001 9.85953852e-001 9.86001324e-001 9.86034805e-001 9.85970815e-001 9.86043398e-001 9.86060939e-001 9.86044538e-001 9.85947180e-001 9.85972698e-001 9.85945526e-001 9.86029758e-001 9.86015816e-001 9.85933399e-001 9.85932609e-001 9.86001212e-001 9.85993123e-001 9.85997862e-001 9.85933179e-001 9.86014223e-001 9.85922354e-001 9.85955203e-001 9.85982129e-001 9.86008496e-001 9.86013669e-001 9.85981429e-001 9.85971810e-001 9.85981691e-001 9.85984581e-001 9.85990970e-001 9.85932096e-001 9.85997200e-001 
9.84880650e-001 9.84911753e-001 9.84790084e-001 9.84901693e-001 9.84790780e-001 9.84659801e-001 9.84745339e-001 9.84733264e-001 9.84605488e-001 9.84651716e-001 9.84506990e-001 9.84392606e-001 9.84234021e-001 9.83939672e-001 9.83497310e-001 9.82615727e-001 9.62687409e-001 9.22152433e-001 9.72326492e-001 9.78959811e-001 9.81506489e-001 9.82651443e-001 9.83208591e-001 9.83646706e-001 9.83942701e-001 9.84126428e-001 9.84170703e-001 9.84313970e-001 9.84504442e-001 9.84497507e-001 9.84584167e-001 9.84574044e-001 9.84799019e-001 9.84683641e-001 9.84802413e-001 9.84793694e-001 9.84735127e-001 9.84887505e-001 9.84741380e-001 9.84796294e-001 9.84883692e-001 9.84851434e-001 9.84939938e-001 9.84912078e-001 9.84948122e-001 9.85019059e-001 9.84979693e-001 9.84971009e-001 9.84972338e-001 9.84946318e-001 9.85052080e-001 9.85008799e-001 9.84980638e-001 9.84998477e-001 9.85109540e-001 9.85008874e-001 9.85031970e-001 9.85021898e-001 9.85050499e-001 9.85092186e-001 9.84999788e-001 9.85086909e-001 9.85043318e-001 9.85013102e-001 9.85027820e-001 9.84980980e-001 9.85031646e-001 9.85033662e-001 9.84979653e-001 9.85066496e-001 9.85047082e-001 9.85085757e-001 9.85083021e-001 9.85071292e-001 9.85010895e-001 9.85141551e-001 9.84945266e-001 9.85090158e-001 9.85062311e-001 9.85050762e-001 9.85020524e-001 9.85059875e-001 9.85164574e-001 9.85023377e-001 9.85118408e-001 9.85160074e-001 9.85120713e-001 9.85027335e-001 9.85003753e-001 9.84980609e-001 9.85147886e-001 9.85128241e-001 9.84988642e-001 9.84990388e-001 9.85070791e-001 9.85059207e-001 9.85081951e-001 9.85006278e-001 9.85105860e-001 9.84963269e-001 9.85028185e-001 9.85058711e-001 9.85107596e-001 9.85128697e-001 9.85053036e-001 9.85008371e-001 9.85076288e-001 9.85075633e-001 9.85067030e-001 9.84967173e-001 9.85069001e-001 
9.83419832e-001 9.83553317e-001 9.83432903e-001 9.83382124e-001 9.83343894e-001 9.83142936e-001 9.83099909e-001 9.83235263e-001 9.82984843e-001 9.82895728e-001 9.82762800e-001 9.82601665e-001 9.82212794e-001 9.81863367e-001 9.81044697e-001 9.79589583e-001 9.50419099e-001 8.30573142e-001 9.54434939e-001 9.70354614e-001 9.76251169e-001 9.78530514e-001 9.79833765e-001 9.80839350e-001 9.81304297e-001 9.81627503e-001 9.81786275e-001 9.82214166e-001 9.82508801e-001 9.82580472e-001 9.82757450e-001 9.82682231e-001 9.83033960e-001 9.82930118e-001 9.83020840e-001 9.83041103e-001 9.83046740e-001 9.83194157e-001 9.83265863e-001 9.83224150e-001 9.83328700e-001 9.83294401e-001 9.83473570e-001 9.83329367e-001 9.83406188e-001 9.83442507e-001 9.83364926e-001 9.83409805e-001 9.83560258e-001 9.83428140e-001 9.83536386e-001 9.83533558e-001 9.83519232e-001 9.83435888e-001 9.83711758e-001 9.83591316e-001 9.83442433e-001 9.83511291e-001 9.83698931e-001 9.83634962e-001 9.83716955e-001 9.83634378e-001 9.83695806e-001 9.83611994e-001 9.83529606e-001 9.83597757e-001 9.83629633e-001 9.83804506e-001 9.83560245e-001 9.83716999e-001 9.83679072e-001 9.83686776e-001 9.83739709e-001 9.83561803e-001 9.83701869e-001 9.83860180e-001 9.83640346e-001 9.83710192e-001 9.83774191e-001 9.83732805e-001 9.83603689e-001 9.83716607e-001 9.83785090e-001 9.83675739e-001 9.83751903e-001 9.83789810e-001 9.83851538e-001 9.83721003e-001 9.83639377e-001 9.83746349e-001 9.83814862e-001 9.83819296e-001 9.83482129e-001 9.83670510e-001 9.83712116e-001 9.83837206e-001 9.83763166e-001 9.83649788e-001 9.83708533e-001 9.83713205e-001 9.83694274e-001 9.83742813e-001 9.83805201e-001 9.83813439e-001 9.83732255e-001 9.83747497e-001 9.83791852e-001 9.83842578e-001 9.83695712e-001 9.83652461e-001 9.83682645e-001 
9.84460182e-001 9.84613152e-001 9.84443334e-001 9.84356654e-001 9.84325639e-001 9.84046017e-001 9.83994102e-001 9.84070313e-001 9.83780915e-001 9.83699043e-001 9.83409421e-001 9.83123341e-001 9.82574720e-001 9.81950508e-001 9.80809138e-001 9.78583271e-001 9.41627677e-001 6.83113999e-001 9.24305229e-001 9.59381463e-001 9.70980175e-001 9.75435736e-001 9.77990898e-001 9.79829627e-001 9.80738589e-001 9.81402209e-001 9.81782283e-001 9.82312956e-001 9.82735357e-001 9.83017699e-001 9.83230538e-001 9.83262043e-001 9.83729257e-001 9.83613666e-001 9.83851553e-001 9.83855242e-001 9.83831384e-001 9.84128405e-001 9.84125832e-001 9.84199166e-001 9.84272037e-001 9.84286958e-001 9.84445234e-001 9.84376721e-001 9.84448256e-001 9.84559099e-001 9.84472770e-001 9.84524510e-001 9.84663664e-001 9.84602718e-001 9.84736500e-001 9.84654035e-001 9.84673846e-001 9.84563155e-001 9.84924010e-001 9.84686955e-001 9.84620953e-001 9.84697048e-001 9.84934508e-001 9.84855706e-001 9.84867643e-001 9.84856502e-001 9.84917159e-001 9.84823482e-001 9.84712341e-001 9.84838967e-001 9.84773091e-001 9.85032937e-001 9.84773065e-001 9.84973978e-001 9.84903648e-001 9.84886801e-001 9.84964431e-001 9.84866557e-001 9.84985785e-001 9.85058788e-001 9.84866894e-001 9.84996197e-001 9.85013875e-001 9.85013552e-001 9.84844942e-001 9.85006447e-001 9.85022080e-001 9.84983668e-001 9.85049238e-001 9.85152919e-001 9.85180262e-001 9.84980167e-001 9.84969010e-001 9.85023061e-001 9.85109680e-001 9.85069137e-001 9.84788583e-001 9.84912652e-001 9.85056843e-001 9.85108150e-001 9.85011548e-001 9.84904811e-001 9.84988044e-001 9.84978083e-001 9.84953213e-001 9.85071808e-001 9.85155727e-001 9.85084877e-001 9.85077668e-001 9.85117550e-001 9.85054839e-001 9.85133580e-001 9.85033539e-001 9.84950401e-001 9.85040401e-001 
9.84201403e-001 9.84353976e-001 9.84140770e-001 9.84045473e-001 9.83978912e-001 9.83639116e-001 9.83554746e-001 9.83577002e-001 9.83224186e-001 9.83097066e-001 9.82656680e-001 9.82244211e-001 9.81518149e-001 9.80614363e-001 9.79060247e-001 9.76060650e-001 9.33986205e-001 5.45916536e-001 8.61607646e-001 9.37083571e-001 9.59629586e-001 9.68164312e-001 9.72828913e-001 9.76056870e-001 9.77727357e-001 9.78951399e-001 9.79661871e-001 9.80465489e-001 9.81149439e-001 9.81675094e-001 9.81991797e-001 9.82177855e-001 9.82806440e-001 9.82717853e-001 9.83079460e-001 9.83116304e-001 9.83108938e-001 9.83541675e-001 9.83531369e-001 9.83658980e-001 9.83749323e-001 9.83816240e-001 9.84006753e-001 9.83990458e-001 9.84078567e-001 9.84231567e-001 9.84145750e-001 9.84231943e-001 9.84391175e-001 9.84329344e-001 9.84494247e-001 9.84399846e-001 9.84446689e-001 9.84320440e-001 9.84771886e-001 9.84455359e-001 9.84429996e-001 9.84528117e-001 9.84804692e-001 9.84722189e-001 9.84703327e-001 9.84739305e-001 9.84804404e-001 9.84679975e-001 9.84566061e-001 9.84736296e-001 9.84627080e-001 9.84938775e-001 9.84653959e-001 9.84891106e-001 9.84818071e-001 9.84799294e-001 9.84889034e-001 9.84814477e-001 9.84928025e-001 9.84996078e-001 9.84787368e-001 9.84965959e-001 9.84960620e-001 9.84985947e-001 9.84787794e-001 9.84975688e-001 9.85000179e-001 9.84968619e-001 9.85026164e-001 9.85183852e-001 9.85195672e-001 9.84960562e-001 9.84957626e-001 9.85001957e-001 9.85126635e-001 9.85063867e-001 9.84770792e-001 9.84874191e-001 9.85077501e-001 9.85099245e-001 9.84994461e-001 9.84884872e-001 9.84985700e-001 9.84957149e-001 9.84940953e-001 9.85101551e-001 9.85211275e-001 9.85096501e-001 9.85116083e-001 9.85154682e-001 9.85064970e-001 9.85161140e-001 9.85062502e-001 9.84949387e-001 9.85077188e-001 
9.83674389e-001 9.83815096e-001 9.83568633e-001 9.83450690e-001 9.83333436e-001 9.82918562e-001 9.82759942e-001 9.82733603e-001 9.82286728e-001 9.82073852e-001 9.81448814e-001 9.80855543e-001 9.79911080e-001 9.78644257e-001 9.76551165e-001 9.72611574e-001 9.25642608e-001 5.41379473e-001 7.35166179e-001 8.93299741e-001 9.38065946e-001 9.54865845e-001 9.63574901e-001 9.69373341e-001 9.72434212e-001 9.74633401e-001 9.75974174e-001 9.77307283e-001 9.78389026e-001 9.79373832e-001 9.79844125e-001 9.80283471e-001 9.81159356e-001 9.81130336e-001 9.81668484e-001 9.81795077e-001 9.81846629e-001 9.82448594e-001 9.82484674e-001 9.82672344e-001 9.82778502e-001 9.82930246e-001 9.83191472e-001 9.83241979e-001 9.83359446e-001 9.83566344e-001 9.83476446e-001 9.83641312e-001 9.83825398e-001 9.83739745e-001 9.83961393e-001 9.83858092e-001 9.83952334e-001 9.83810269e-001 9.84380204e-001 9.83981248e-001 9.83987290e-001 9.84125724e-001 9.84456604e-001 9.84372140e-001 9.84339120e-001 9.84415155e-001 9.84500174e-001 9.84319869e-001 9.84223791e-001 9.84453523e-001 9.84293841e-001 9.84661273e-001 9.84343758e-001 9.84629280e-001 9.84562227e-001 9.84547772e-001 9.84647070e-001 9.84584247e-001 9.84710266e-001 9.84770050e-001 9.84544801e-001 9.84769665e-001 9.84756224e-001 9.84803415e-001 9.84577978e-001 9.84780979e-001 9.84835143e-001 9.84808818e-001 9.84855468e-001 9.85061816e-001 9.85073018e-001 9.84803157e-001 9.84802559e-001 9.84853749e-001 9.85007398e-001 9.84920113e-001 9.84603907e-001 9.84702182e-001 9.84962619e-001 9.84959552e-001 9.84848820e-001 9.84726708e-001 9.84858169e-001 9.84811587e-001 9.84800780e-001 9.85004321e-001 9.85147625e-001 9.84985386e-001 9.85034708e-001 9.85062992e-001 9.84961768e-001 9.85079659e-001 9.84970897e-001 9.84827557e-001 9.84981951e-001 
9.82610850e-001 9.82682902e-001 9.82370728e-001 9.82199463e-001 9.82025255e-001 9.81481610e-001 9.81167316e-001 9.81079779e-001 9.80481627e-001 9.80087058e-001 9.79181594e-001 9.78317026e-001 9.76976012e-001 9.75033389e-001 9.71979882e-001 9.66185303e-001 9.05185255e-001 5.68860232e-001 5.89812632e-001 8.19812400e-001 8.98436742e-001 9.30150089e-001 9.46125327e-001 9.56777332e-001 9.62495696e-001 9.66443121e-001 9.69017308e-001 9.71678939e-001 9.73244316e-001 9.75184492e-001 9.75938832e-001 9.76671275e-001 9.77963163e-001 9.78180121e-001 9.78908099e-001 9.79305206e-001 9.79561255e-001 9.80366860e-001 9.80472896e-001 9.80774889e-001 9.80801139e-001 9.81224217e-001 9.81596977e-001 9.81840755e-001 9.81907491e-001 9.82271271e-001 9.82128947e-001 9.82541961e-001 9.82697858e-001 9.82501746e-001 9.82809425e-001 9.82761646e-001 9.82954620e-001 9.82814749e-001 9.83572987e-001 9.83082933e-001 9.83053110e-001 9.83282202e-001 9.83698484e-001 9.83647550e-001 9.83560313e-001 9.83758426e-001 9.83816807e-001 9.83540292e-001 9.83534829e-001 9.83874676e-001 9.83639604e-001 9.84020657e-001 9.83693878e-001 9.84029922e-001 9.84014181e-001 9.83979510e-001 9.84097863e-001 9.84089013e-001 9.84194126e-001 9.84250751e-001 9.84004968e-001 9.84265571e-001 9.84236079e-001 9.84334585e-001 9.84096156e-001 9.84277998e-001 9.84396316e-001 9.84389672e-001 9.84434652e-001 9.84660627e-001 9.84698930e-001 9.84361254e-001 9.84408654e-001 9.84467993e-001 9.84657926e-001 9.84553192e-001 9.84216207e-001 9.84277551e-001 9.84627545e-001 9.84584092e-001 9.84485036e-001 9.84325045e-001 9.84529453e-001 9.84453901e-001 9.84458452e-001 9.84699428e-001 9.84848681e-001 9.84654712e-001 9.84757115e-001 9.84782238e-001 9.84676820e-001 9.84800329e-001 9.84683892e-001 9.84510057e-001 9.84671100e-001 
9.81888208e-001 9.81930550e-001 9.81456016e-001 9.81279409e-001 9.81097026e-001 9.80440077e-001 9.80150218e-001 9.79965508e-001 9.79322202e-001 9.78769767e-001 9.77792231e-001 9.76873781e-001 9.75163798e-001 9.72922980e-001 9.69440175e-001 9.62739766e-001 8.95823537e-001 5.26422470e-001 4.57470567e-001 7.61261933e-001 8.71558840e-001 9.13538022e-001 9.34574983e-001 9.48718592e-001 9.56213359e-001 9.61587253e-001 9.64760864e-001 9.68306878e-001 9.70361935e-001 9.72476779e-001 9.73783647e-001 9.74493274e-001 9.75993305e-001 9.76584713e-001 9.77244920e-001 9.77728028e-001 9.78190408e-001 9.79120730e-001 9.79146947e-001 9.79538979e-001 9.79646029e-001 9.80255376e-001 9.80591812e-001 9.80957626e-001 9.80949735e-001 9.81469830e-001 9.81291661e-001 9.81746655e-001 9.81975143e-001 9.81768386e-001 9.81987725e-001 9.82093191e-001 9.82303885e-001 9.82137626e-001 9.82984266e-001 9.82472760e-001 9.82393031e-001 9.82634090e-001 9.83143229e-001 9.83117054e-001 9.82950507e-001 9.83265319e-001 9.83233325e-001 9.82998144e-001 9.82930563e-001 9.83348456e-001 9.83117673e-001 9.83502915e-001 9.83162609e-001 9.83516571e-001 9.83528730e-001 9.83444498e-001 9.83641750e-001 9.83656479e-001 9.83740887e-001 9.83897863e-001 9.83552718e-001 9.83867435e-001 9.83777610e-001 9.83907654e-001 9.83648796e-001 9.83909761e-001 9.83989414e-001 9.83974659e-001 9.84045993e-001 9.84333614e-001 9.84332103e-001 9.83993112e-001 9.84005473e-001 9.84052895e-001 9.84357678e-001 9.84278379e-001 9.83845901e-001 9.83922974e-001 9.84277524e-001 9.84273758e-001 9.84125803e-001 9.83988759e-001 9.84184802e-001 9.84112272e-001 9.84120487e-001 9.84390395e-001 9.84545523e-001 9.84347190e-001 9.84474820e-001 9.84525430e-001 9.84385757e-001 9.84516398e-001 9.84397726e-001 9.84169872e-001 9.84399691e-001 
9.81043838e-001 9.81096549e-001 9.80533565e-001 9.80374962e-001 9.80132710e-001 9.79414755e-001 9.79150749e-001 9.78881413e-001 9.78197511e-001 9.77558737e-001 9.76522393e-001 9.75544059e-001 9.73684038e-001 9.71393547e-001 9.67837079e-001 9.61312238e-001 9.02729972e-001 6.02638075e-001 2.35059642e-001 6.22250838e-001 8.13185789e-001 8.81318341e-001 9.14079566e-001 9.35034671e-001 9.45867455e-001 9.53812931e-001 9.58214278e-001 9.62716203e-001 9.65778659e-001 9.68311326e-001 9.70275119e-001 9.71325945e-001 9.73176382e-001 9.74043366e-001 9.74854846e-001 9.75426244e-001 9.76034073e-001 9.77203980e-001 9.77293665e-001 9.77774895e-001 9.78068969e-001 9.78762697e-001 9.79120159e-001 9.79537584e-001 9.79595676e-001 9.80189583e-001 9.80044719e-001 9.80469890e-001 9.80833236e-001 9.80665340e-001 9.80864841e-001 9.81033667e-001 9.81277099e-001 9.81067347e-001 9.82004789e-001 9.81468092e-001 9.81420030e-001 9.81666715e-001 9.82255592e-001 9.82224075e-001 9.82066055e-001 9.82388396e-001 9.82394500e-001 9.82153644e-001 9.82021502e-001 9.82495313e-001 9.82269078e-001 9.82733121e-001 9.82328945e-001 9.82733929e-001 9.82748292e-001 9.82663929e-001 9.82912790e-001 9.82887464e-001 9.83028147e-001 9.83255937e-001 9.82829999e-001 9.83209290e-001 9.83111821e-001 9.83233598e-001 9.82938387e-001 9.83289149e-001 9.83357785e-001 9.83317905e-001 9.83379510e-001 9.83762779e-001 9.83720074e-001 9.83411002e-001 9.83341286e-001 9.83408541e-001 9.83787724e-001 9.83712437e-001 9.83181087e-001 9.83315065e-001 9.83667306e-001 9.83707706e-001 9.83512764e-001 9.83395499e-001 9.83581721e-001 9.83510353e-001 9.83511876e-001 9.83828141e-001 9.84032718e-001 9.83795906e-001 9.83941149e-001 9.83976749e-001 9.83835338e-001 9.83995284e-001 9.83844196e-001 9.83569446e-001 9.83863817e-001 
9.79491746e-001 9.79536572e-001 9.78907806e-001 9.78727156e-001 9.78404737e-001 9.77602894e-001 9.77286808e-001 9.76946901e-001 9.76182453e-001 9.75394931e-001 9.74251475e-001 9.73124718e-001 9.71061507e-001 9.68601602e-001 9.64761108e-001 9.58079966e-001 9.03421562e-001 6.70905178e-001 1.85300820e-001 3.98795694e-001 7.03166825e-001 8.21021675e-001 8.76448462e-001 9.10154344e-001 9.27163417e-001 9.39687854e-001 9.46508120e-001 9.52928181e-001 9.57548362e-001 9.61089545e-001 9.64013094e-001 9.65658317e-001 9.68147052e-001 9.69452448e-001 9.70521338e-001 9.71367502e-001 9.72252728e-001 9.73729166e-001 9.74068936e-001 9.74665435e-001 9.75147131e-001 9.76036539e-001 9.76497989e-001 9.76998902e-001 9.77138963e-001 9.77845275e-001 9.77730921e-001 9.78226029e-001 9.78748502e-001 9.78569816e-001 9.78802177e-001 9.79056488e-001 9.79388384e-001 9.79120737e-001 9.80217018e-001 9.79670429e-001 9.79608619e-001 9.79899967e-001 9.80623563e-001 9.80582431e-001 9.80483634e-001 9.80783266e-001 9.80882260e-001 9.80577994e-001 9.80415926e-001 9.80997465e-001 9.80763075e-001 9.81331125e-001 9.80821367e-001 9.81305012e-001 9.81349600e-001 9.81259638e-001 9.81565782e-001 9.81468249e-001 9.81725446e-001 9.82027532e-001 9.81507709e-001 9.81935795e-001 9.81870731e-001 9.81973439e-001 9.81631992e-001 9.82068067e-001 9.82155421e-001 9.82094851e-001 9.82130134e-001 9.82602743e-001 9.82557168e-001 9.82286614e-001 9.82122051e-001 9.82245910e-001 9.82666838e-001 9.82609063e-001 9.81939914e-001 9.82170763e-001 9.82512041e-001 9.82621108e-001 9.82378183e-001 9.82260097e-001 9.82454338e-001 9.82398963e-001 9.82391280e-001 9.82745939e-001 9.83011211e-001 9.82725463e-001 9.82902898e-001 9.82918066e-001 9.82796724e-001 9.82987865e-001 9.82768799e-001 9.82465715e-001 9.82785668e-001 
