# File Format = ASCII
# Created by SPIP 6.6.2.0 2016-07-29 14:35
# Original file: C:\Users\megumu hiramatsu\Downloads\Once-annealed.xqd
# forcecurve = 0
# points   = 256
# X-Axis: nm; Y-Axis: nm
# xlabel = 
# ylabel = 
# length = 1000.09766
# offset = 500.048828
# forcecurve = 0
# description =0:
# Start of Data:
# x-phys	 y-val
#------------------------------
          0	 3.22879457	
 3.92195159	 3.63702393	
 7.84390319	  2.2061305	
 11.7658548	 2.91084957	
 15.6878064	 2.52413034	
  19.609758	 2.52414131	
 23.5317096	 2.02570105	
 27.4536612	 1.79797065	
 31.3756127	 1.51867712	
 35.2975643	 1.41555762	
 39.2195159	 1.41556859	
 43.1414675	 1.50581622	
 47.0634191	0.594862163	
 50.9853707	 0.25541082	
 54.9073223	-0.225844294	
 58.8292739	-1.03796721	
 62.7512255	-1.47195435	
 66.6731771	-2.01766253	
 70.5951287	-2.05202579	
 74.5170803	-2.15944052	
 78.4390319	-2.30122948	
 82.3609835	-2.46880221	
  86.282935	-2.12073445	
 90.2048866	 -1.9660337	
 94.1268382	-0.844501734	
 98.0487898	0.0106117129	
 101.970741	-1.33004129	
 105.892693	-0.960489154	
 109.814645	-1.04212034	
 113.736596	-0.986250818	
 117.658548	-0.238559246	
 121.580499	-0.101043731	
 125.502451	-0.655346453	
 129.424403	-0.981907964	
 133.346354	-0.960412621	
 137.268306	-1.54908967	
 141.190257	-1.74244571	
 145.112209	-2.30534291	
 149.034161	 -2.7436254	
 152.956112	-3.22488046	
 156.878064	-3.62448978	
 160.800015	-3.99831915	
 164.721967	  -4.170187	
 168.643919	-4.31627512	
  172.56587	 -3.9166441	
 176.487822	-4.29476881	
 180.409773	-4.35921478	
 184.331725	-4.34201479	
 188.253676	-4.65138721	
 192.175628	 -4.5697341	
  196.09758	-4.29900932	
 200.019531	-5.21855831	
 203.941483	-4.23453474	
 207.863434	-4.73727417	
 211.785386	-4.25170183	
 215.707338	-3.60284138	
 219.629289	-3.44384146	
